"","X","tweet","annotation"
"7198",7198,"@brigidkeely I'm not sure how much it does for my headaches but it's actually been really good for my back. It took… https://t.co/XlxDJMqRwy",0
"7200",7200,"Here are a few great ways to make dealing with cabin fever a little easier. https://t.co/w8ywLVZvn8",0
"7203",7203,"I have a headache and really don’t want to go to my second shift because it’ll be -45 by the time it’s done",0
"7205",7205,"@LeafsFan1017 @CoachsCornerDC You into grampas cough medicine again  🤣 #LeafsForever  ⚙️ 🔥",0
"7217",7217,"Well good day.  Had a crazy ass headache for a while today. But I refused to take a Tylenol. Used peppermint and a… https://t.co/1vl7oqcDbg",1
"7219",7219,"@kelsea_lately @pskills43 @Blklivesmatter For the cause. LFG https://t.co/NJSiOT51Vg",0
"7220",7220,"Quite happy to NOT be working this evening. #FullMoonFeverIsReal https://t.co/v7Bb27w3dm",0
"7221",7221,"@ThunderCounty Oops. Looks like autocorrect changed “weeks” to “years” in your tweet 😂",0
"7222",7222,"@DunkBait @Ballislife Carry.",0
"7226",7226,"Hey Raps Twitter; be a team player and match my donation! https://t.co/Yt0mUe4twL",0
"7228",7228,"RT @ctvsaskatoon: Watch: CTV Saskatoon's Laura Woodward speaks to a Saskatoon family bringing some colour to car wash season.​  https://t.c…",0
"7230",7230,"Today's #petpeeve - places that don't recognize PO Box as an address; but also don't recognize a legal land location. *cough* banks *cough*",0
"7231",7231,"Are you having muscle aches and have problems even lying down to sleep?  Instead of resorting to drugs and medicati… https://t.co/AuqKxxhjfQ",0
"7232",7232,"developed countries like #UnitedStates/#Canada. Washing hands properly can reduce diarrheal illness by 58% (CDC). N… https://t.co/chFtRciQYM",0
"7233",7233,"Save money; prevent headaches with these 5 used-car pre-purchase master tips https://t.co/MVcD67O5cu — via @drivingdotca  #save #used #cars",0
"7234",7234,"Cough; cough... horseshit..cough... https://t.co/1mM6OUGv4t",0
"7235",7235,"@RKing85 @Ras_Rax @Indixotic That or all ya’ll who are sick with a 🦠virus,😷 coughing and hacking up lungs are getting tossed Uncle Phil &amp; Jazz Style. We can’t risk having our staff drop like flys also. 🤷🏼‍♀️ https://t.co/SFSDP8aue6",0
"7238",7238,"RT @EZRagecom: ⚡️ Quick 10 x 10$ Giveaway ⚡️  10 winners will receive 10$ site balance. 🎁  - Retweet - Write 'SundayGiveaway' in the https:…",0
"7241",7241,"@kdsak I might paint a message on a bed sheet and hang it on the house.",0
"7242",7242,"We’ve ordered some more trucks and are looking to get some custom made headache racks; preferably in SK or MB. Any… https://t.co/bL5cE83UjU",0
"7245",7245,"RT @PPCJasonMac: I move; on behalf of Canadians that all elected officials not in attendance; from all positions; to the next originally sc…",0
"7247",7247,"@HelenKennedy It's nauseating",0
"7248",7248,"All about your #lungs! How do your lungs work?🤔  https://t.co/GHEmxL9Dbw  #TheMoreYouKnow #CoughCough",0
"7254",7254,"RT @ctvregina: 'We can't stigmatize an entire culture': Former Hutterite urges compassion during COVID-19 outbreaks  https://t.co/TST5w1QrP…",0
"7255",7255,"I just killed a spider with a broom handle very quietly so I wouldn't wake my mum up. Guess you can say I'm pretty swag now😎🔥💯❗❗",0
"7256",7256,"RT @Abraxus0304: @DearAuntCrabby Yall should check out her profile. So much vile and gross racist comments; it will make you throw up.",0
"7258",7258,"RT @CsgoJoker1: 🎁CSGO Giveaway 🎁 ★ Navaja Knife | Damascus Steel -Follow -Retweet & tag a friend  7 days ⏳ https://t.co/2nriJxtH7a",0
"7260",7260,"RT @Mick_Coughlan: @CelticDylan9 @barberville Great job matey!!!✌️",0
"7261",7261,"Please cough on me i got 20 years of pent up rage that needs to be released https://t.co/ZP7VUniso9",0
"7262",7262,"i have chills on my scalp https://t.co/exOczfjSlx",0
"7267",7267,"@MariaLaikWrites Headaches and chest pains the last few days. I those were maybe from coughing so hard for a week.",1
"7268",7268,"Headache mania.",0
"7270",7270,"Forgot to mention a massive headache. https://t.co/9zVbTZIHF4",0
"7272",7272,"Just checking. Has anyone made a new weed strain that makes you cough a lot and called it Covid-19 yet?",0
"7273",7273,"@HOOTwheelz I see the same sort of bullshti here in Regina and these people give me such a headache lmaoo.",0
"7275",7275,"@DominicChika @olafitmi @_Timini Literal chills🥺",0
"7279",7279,"I have a wine headache from last night that apparently not even wine will fix....",0
"7280",7280,"@Yell0w_Fever @gothpandaotaku He is 😏",0
"7282",7282,"RT @GlobalRegina: WATCH: Businesses in Cut Knife are stepping back and not allowing foot traffic in their stores anymore - via @KBBenning.…",0
"7284",7284,"My dentist hit a nerve and now the left side of my tongue is numb and can't taste! 😄  She says it isn't USUALLY per… https://t.co/1z3LQpJcD8",0
"7285",7285,"@CaspianTheGeek I learned I cannot take Tylenol with codeine in it; or I end up REALLY sick. Lemme tell ya; vomitin… https://t.co/ZJQBqstUwx",0
"7287",7287,"@LeafsAllDayy Literal chills",0
"7289",7289,"Congrats on being like the 14th bitter guy to throw up that one today.  Haha. https://t.co/vsfoNwxn9a",0
"7290",7290,"@Anthonysmdoyle Within time; we won’t be talking about the GOAT; but instead The Greats; and 2-3 of them will be eq… https://t.co/mTHn8uy9B9",0
"7293",7293,"A story from the front line: my neighbour is cutting his lawn. And he cut it yesterday. It's still March. #cabinfeverisreal",0
"7294",7294,"Why can you kill some viruses in your body (flu; rhino; rota) but others hide and/or lay dormant (hpv; hiv; herpes)… https://t.co/UZdyk7GXcn",0
"7299",7299,"@bukme_arb @Sdhikrullahi Fever is just one of the symptoms of many diseases. Fever is not a disease.",0
"7301",7301,"Just image searched 'baby eating cake' was NOT disappointed. (cough - double negative).",0
"7303",7303,"Day 3 of alternating migraines and headaches but this morning it was an obvious enough migraine that I took a rizat… https://t.co/xULJExUv7k",0
"7306",7306,"@drdagly No symptoms. I was hoping for fatigue so that I could justify a nap.",0
"7310",7310,"@OlgaGikharev i'm sure if i knew i would probably be driven into a blind rage and vomit at the same time https://t.co/Ba3dKVi8v3",0
"7315",7315,"•COUGH• Battlefront 3. https://t.co/x9nYU87kiN",0
"7317",7317,"'The pandemic wall is governmental failure masquerading as personal fatigue.  It makes the onus fall on you instead… https://t.co/Uw24oW38zF",0
"7319",7319,"@phillipgrove @DarrenDreger Idk how you read a tweet where he says they are vomiting and then call it the sniffles",0
"7320",7320,"Love when you have a combination of a headache and cramps so bad that you puke because you hurt so bad!! If you nee… https://t.co/QZQ9IoCVYc",0
"7321",7321,"Kinda nice that psychics don't exist; the collective dipshit rage over this would be a headache for months https://t.co/XAWbLA8q70",0
"7324",7324,"@Greyseeker @forsyth_barb @PremierScottMoe *cough* Sask Strong",0
"7329",7329,"When healthcare resources are oversaturated, healthcare workers are fighting the viruses as well as fatigue. We are already short-staffed everywhere, what if some have to be quarantined? What if there's urgent cases of MI, stroke, trauma etc. but there's no more capacity left?",0
"7330",7330,"Bifrontal transcranial direct current stimulation modulates fatigue in multiple sclerosis: a randomized sham-controlled study https://t.co/FQvMNVTZVg",0
"7334",7334,"@abitcaustic @bennyretired @awong37 Also it’s not just yellow fever. Other vaccine requirements in certain areas in… https://t.co/c4F4WwnqOB",0
"7335",7335,"If someone sneezes you say; “bless you”  If someone coughs you say; “go home” 😷 https://t.co/VgdBu9HWjz",0
"7336",7336,"Let's make sure everyone can enjoy a safe summer recovery and buck that COVID fatigue!🏞️ https://t.co/fzdRDclUXV",0
"7337",7337,"RT @erikaritchiendp: Let's make sure everyone can enjoy a safe summer recovery and buck that COVID fatigue!🏞️",0
"7338",7338,"If your body tells you to slow down; fkin  slow the eff down.   The day-after-warning symptoms of epic fatigue are not worth it.",0
"7346",7346,"@flamesfever At full speed too. Holy. So smooth.",0
"7348",7348,"RT @MarkFriesen08: 'COVID' has been one very significant mechanism of social engineering. Training the masses for what is yet to come. 'Cli…",0
"7351",7351,"So; what’s for dinner when cooking fatigue sets in? https://t.co/QaxKwxEYou",0
"7352",7352,"RT @KellyRDay19: @GrellJustin @PmJustnot @jmclennan8 @punditclass Yes...yes it's all a fever dream.   I can handle the crazy if I know it's…",0
"7354",7354,"The fatigue I feel now; 6 weeks into the year; is comparable to the fatigue I usually experience in December and Ju… https://t.co/3FKUPFlTVE",0
"7357",7357,"RT @grandayy: @TwitterSupport Can you leave us unable to tweet permanently?",0
"7359",7359,"@Yell0w_Fever @gothpandaotaku What about me?!",0
"7360",7360,"@JoanDeKerlegand @kayleighmcenany Who needs a flu test? If you have a fever and chills you have the flu.",0
"7364",7364,"@duarte_jer I figured vomit was worth talking about; I promise I won't stray from the light again",0
"7365",7365,"@Yell0w_Fever A little I'm still warm out and feel weak. I rested in bed because I had no strength to get out of it… https://t.co/QiVlgEty9e",0
"7366",7366,"RT @ctvregina: Manitoba premier defends potential 'golden opportunity' to make Winnipeg CFL hub city https://t.co/WOyoQ2yUEv https://t.co/S…",0
"7367",7367,"@ChorizoTapatio 'Bro just like don't mind if we cough on your popeyes; we know you're still gonna eat it.'",0
"7368",7368,"It really took me a whole day to realize I had a migraine... that’s how often I have headaches y’all 😩",0
"7369",7369,"@KatwomanKw60 🙏🙏 I’ve heard if you lose your sense of smell and taste that the virus doesn’t hit you as hard. 🤞🤷‍♂️",1
"7370",7370,"This shorts and shoes combo is giving me a headache https://t.co/cpahmPfpkG",0
"7374",7374,"this headache <<",0
"7375",7375,"*COUGHS HARD* https://t.co/qOHmQwyFKh",0
"7377",7377,"@MoatazSar Fa-cough.",0
"7378",7378,"@DuttonTj @IsmaelDamian05 @UltraWeedHater Stop triggering my triggered trigger. I’m vomiting again. 😢",0
"7380",7380,"i had a headache all day long and i came home only to learn that d*akinator tried coming back to the wc fandom i- https://t.co/BX8BvcfqBZ",0
"7382",7382,"Some people get baby fever. I just get tattoo fever 🤷🏻‍♀️",0
"7384",7384,"RT @MINTINT0SH: Top of the table Manchester United https://t.co/fcMutp9I2t",0
"7386",7386,"@flamesfever I mean; it’s been like a year since I’ve seen them play but if I wanted a competent player to slot in… https://t.co/h2Up1FTB4F",0
"7387",7387,"@flamesfever That’s the thing... I thought he was fine. He’s a good player but if the narrative that he’s somehow b… https://t.co/6vOKKfmJMQ",0
"7388",7388,"and it gives me chills every time I watch these two bash their kits. Just look at the sheer joy on their faces; Ato… https://t.co/V1GKrCjtZy",0
"7391",7391,"I’m not American but the sudden overwhelming feeling of sadness and despair with a side of numbness and nausea is similar to y’all election night in 2016.  The loss of RBG is something that will be felt for generations to come if Trump gets another pick in 😞",0
"7393",7393,"@issamehai @owen_b_e_e @zarqa @jennyyangtv Gives a family member headaches; it's not a myth.",0
"7395",7395,"RT @habpipes: I feel like death so called 811 this morning. So far my symptoms are exhaustion; sore throat; dry cough and a noticeable lack…",1
"7396",7396,"Some of the most robust cities have higher taxes. Having the ability to navigate a city without the headache of figuring out what to do with your car when you get there is always a bonus. https://t.co/iLB01mhSmP",0
"7398",7398,"@D_1andOnly_ Like people now don’t just pull out the phones while white people spit and cough on them 😂",0
"7399",7399,"@addamschloe hey i just wanted to say as a fellow mystery fatigue sufferer i really appreciate your tweets about it &amp; it helps me feel not so alone",0
"7400",7400,"@LukeCoughey @calgaryherald Nope. Capacity is limited by the number of doctors and nurses. And this big brain wants to get them all sick.",0
"7401",7401,"@DownFever do you have an @justinbieber follow??",0
"7403",7403,"@habitualfever Pur ms in a group DM with Justin #Please #LoveIslandUK #loveyou",0
"7405",7405,"@Dirck_deLint @saskjacqui Cough cough! In the lungs. Cough cough in the lungs!",0
"7406",7406,"I get full body chills or brain chills when my intuition hits something that’s absolutely true.",0
"7410",7410,"RT @tamaracherry: Each of the social media giants must carry blame for what happened today. And not just today; because today didn't come f…",0
"7413",7413,"RT @kirkmuyres: How much do you love curling? Has it created new friendships? Lifelong memories? Got a story to tell? The @CurlingCanada co…",0
"7416",7416,"RT @CBCSask: Saskatchewan premier condemns protest by 'group of idiots' outside chief medical officer's home https://t.co/3cNnKMSl5C",0
"7418",7418,"@Duumplingg They wear the mask under their nose and pull it down to cough in their hand before they pass me their gross ass money. I’ve had people pull down their mask to lick their fingers to pass me money too.

I wear gloves and change them immediately after I get those people but.. ugh ew",0
"7419",7419,"RT @WHLPats: 🥳 Happy 18th birthday to Easton Armstrong; who made his WHL debut last season! #JoinTheRegiment https://t.co/qD4aythxWt",0
"7420",7420,"Sask. working through deep-freeze with windchills in the -40 range https://t.co/7GDKKaTzyP",0
